,station_id,latitude,longitude,elevation,station_name,start_year,end_year
1821,RSM00031300,53.7414,127.2764,228.0,ZEJA,1955,2025
1823,RSM00031369,53.1475,140.6939,44.8,NIKOLAEVSK-NA-AMURE,1951,2025
1824,RSM00031510,50.2803,127.4783,168.0,BLAGOVESCETNSK,1940,2025
1825,RSM00031538,50.0667,132.1333,343.2,SUTUR,1958,2025
1828,RSM00031736,48.5333,135.2333,72.0,HABAROVSK,1940,2025
1829,RSM00031770,49.0,140.3,20.5,SOVETSKAYA GAVAN,1964,2025
1830,RSM00031873,45.8667,133.7333,100.0,DAL'NERECHENSK,1957,2025
1832,RSM00031977,43.2667,132.05,77.0,VLADIVOSTOK (SAD GOROD),1940,2025
1833,RSM00032061,50.9,142.1667,30.0,ALEKSANDROVSK-SAHALINSKIJ,1951,2025
1834,RSM00032098,49.2167,143.1,7.0,PORONAJSK,1970,2025
1836,RSM00032150,46.95,142.7167,22.0,JUZHNO-SAHALINSK,1948,2025
1840,RSM00032215,50.6833,156.1333,24.0,SEVERO-KURIL'SK,1998,2025
1842,RSM00032389,56.3167,160.8333,28.0,KLJUCHI,1950,2025
1843,RSM00032477,54.3,155.9167,25.0,SOBOLEVO,1967,2025
1844,RSM00032540,53.0833,158.5833,78.0,PETROPAVLOVSK-KAMCHATSKIJ,1948,2025
1845,RSM00032618,55.2,165.9833,16.0,OSTROV BERINGA,1957,2025
1846,RSM00034009,51.7667,36.1667,246.4,KURSK,1946,2025
1847,RSM00034122,51.65,39.25,100.0,VORONEZ,1939,2025
1849,RSM00034172,51.5567,46.0394,166.5,SARATOV,1947,2025
1850,RSM00034247,50.4167,41.05,90.4,KALACH,1961,2025
1851,RSM00034467,48.7833,44.3333,141.0,VOLGOGRAD,1947,2025
1852,RSM00034731,47.25,39.8167,78.0,ROSTOV-NA-DONU,1939,2025
1853,RSM00034858,45.9167,43.35,85.9,DIVNOE,1957,2025
1855,RSM00034882,46.2833,47.9833,-17.0,ASTRAHAN,1939,2025
1856,RSM00035121,51.6925,55.0783,114.8,ORENBURG,1939,2025
1857,RSM00036096,51.7103,94.4917,626.1,KYZYL,1955,2025
1859,RSM00037011,44.1,39.0333,94.6,TUAPSE,1950,2025
1861,RSM00037055,44.2167,43.1,312.6,MINERAL'NYE VODY,1947,2025
1863,RSM00037259,43.0,47.5,-19.7,MAHACHKALA,1963,2025
1868,SAM00040373,28.3167,46.1333,358.0,AL-QAISUMAH,1977,2025
1869,SAM00040375,28.3833,36.6,778.0,TABUK,1976,2025
1870,SAM00040394,27.4333,41.6833,1015.0,HAIL,1986,2025
1873,SAM00040417,26.45,49.8167,22.0,K.F.I.A.,1998,2025
1874,SAM00040430,24.55,39.7,654.0,AL-MADINAH,1975,2025
1875,SAM00040437,24.9333,46.7167,614.0,KING KHALED INT. AIRPORT,1984,2025
1879,SAM00041024,21.7,39.1833,15.0,JEDDAH,1966,2025
1880,SAM00041112,18.2333,42.65,2090.0,ABHA,1999,2025
1884,SEM00063985,-4.6833,55.5167,4.0,SEYCHELLES INTER. AIRPORT,1973,2025
1889,SFM00068263,-25.91,28.2111,1526.0,PRETORIA (IRENE),1974,2025
1892,SFM00068424,-28.4136,21.2597,835.0,UPINGTON,1973,2025
1894,SFM00068442,-29.1,26.3,1353.0,BLOEMFONTEIN AIRPORT,1966,2025
1898,SFM00068512,-29.6719,17.8875,1006.0,SPRINGBOK,1987,2025
1899,SFM00068538,-30.6747,23.9992,1286.0,DE AAR,1993,2023
1901,SFM00068592,-29.6017,31.13,105.0,KING SHAKA INT'L AIRPORT,2010,2025
1903,SFM00068816,-33.97,18.6,46.0,CAPE TOWN INTNL. AIRPORT,1949,2025
1905,SFM00068842,-33.9844,25.6108,63.0,PORT ELIZABETH,1967,2025
1907,SFM00068994,-46.8831,37.8669,24.0,MARION ISLAND,1949,2025
1909,SGM00061641,14.73,-17.5,24.5,DAKAR/YOFF,1940,2017
1910,SGM00061687,13.7697,-13.6797,48.7,TAMBACOUNDA,1940,2023
1913,SHM00061901,-15.9419,-5.6672,435.0,ST. HELENA IS.,1977,2025
1915,SHM00068906,-40.35,-9.88,54.0,GOUGH ISLAND,1957,2025
1916,SIM00014015,46.0656,14.5122,299.0,LJUBLJANA/BEZIGRAD,1996,2025
1918,SNM00048698,1.3667,103.9833,5.0,SINGAPORE/CHANGI AIRPORT,1955,2025
1919,SPM00008001,43.3658,-8.4214,58.0,LA CORUNA,1958,2025
1920,SPM00008023,43.4911,-3.8006,52.0,SANTANDER,1973,2025
1925,SPM00008160,41.6786,-1.0731,252.0,ZARAGOZA/BASE AEREA,1958,2015
1926,SPM00008190,41.3844,2.1181,95.0,BARCELONA SERVEI,2007,2025
1928,SPM00008221,40.4653,-3.5797,631.0,MADRID/BARAJAS RS,1950,2025
1930,SPM00008302,39.6058,2.7067,41.0,MALLORCA-SON BONET,1958,2025
1932,SPM00008383,37.2783,-6.9117,19.0,HUELVA,2018,2025
1933,SPM00008430,38.0019,-1.1708,61.0,MURCIA,1984,2025
1935,SPM00060018,28.3183,-16.3822,105.0,TENERIFE-GUIMAR,2002,2025
1955,SVM00001004,78.9233,11.9222,15.5,NY-ALESUND II,1992,2025
1956,SVM00001028,74.5039,19.0011,20.0,BJORNOYA,1957,2025
1959,SWM00002185,65.5433,22.1144,17.0,LULEA-KALLAX,1949,2025
1961,SWM00002365,62.5317,17.4361,3.9,SUNDSVALL HARNOSAND,1965,2025
1964,SWM00002527,57.6572,12.2911,164.0,GOTEBORG/LANDVETTER,1977,2024
1965,SWM00002591,57.65,18.35,45.0,VISBY AEROLOGISKA STATION,1977,2025
1973,SZM00006610,46.8117,6.9425,490.0,PAYERNE,1943,2025
1976,TDM00078970,10.6167,-61.35,12.0,PIARCO INT. AIRPORT,1969,2025
1978,THM00048327,18.7706,98.9683,313.2,CHIANG MAI,1954,2025
1979,THM00048354,17.3769,102.8094,177.0,UDON THANI,1966,2016
1981,THM00048378,16.7961,100.2758,44.0,PHITSANULOK,1973,2025
1983,THM00048381,16.4608,102.7894,187.0,KHON KAEN,2016,2025
1984,THM00048407,15.25,104.8667,122.0,UBON RATCHATHANI,1962,2025
1986,THM00048431,14.9681,102.0858,186.6,NAKHON RATCHASIMA,1973,2025
1987,THM00048453,13.6664,100.6061,0.8,BANGNA AGROMET,2008,2025
1990,THM00048477,12.6914,100.9853,16.0,SATTAHIP,1973,2025
1991,THM00048480,12.6094,102.1039,2.9,CHANTHA BURI,1973,2025
1992,THM00048500,11.835,99.8103,4.0,PRACHUAP KHIRIKHAN,1973,2025
1994,THM00048551,9.1342,99.1519,5.0,SURAT THANI,1973,2025
1995,THM00048565,8.145,98.3144,5.9,PHUKET AIRPORT,1973,2025
1996,THM00048568,7.1819,100.6075,4.6,SONGKHLA,1954,2025
2005,TOM00065387,6.1667,1.25,20.0,LOME,1945,2025
2009,TSM00060715,36.8333,10.2333,4.0,TUNIS-CARTHAGE,1948,2025
2017,TSM00060760,33.9167,8.1667,86.0,TOZEUR,1969,2024
2026,TUM00017030,41.2833,36.3,4.0,SAMSUN,1952,2025
2027,TUM00017064,40.9,29.15,18.0,ISTANBUL BOLGE (KARTAL),1951,2025
2029,TUM00017095,39.9,41.2833,1869.0,ERZURUM BOLGE,2006,2025
2030,TUM00017130,39.95,32.8833,891.0,ANKARA/CENTRAL,1949,2024
2032,TUM00017196,38.6833,35.4833,1096.0,KAYSERI BOLGE,2016,2025
2033,TUM00017220,38.4333,27.1667,25.0,IZMIR/GUZELYALI,1952,2025
2034,TUM00017240,37.75,30.55,997.0,ISPARTA,1970,2025
2035,TUM00017281,37.9,40.2,675.0,DIYARBAKIR-BOLGE,1953,2022
2037,TUM00017351,36.9833,35.35,27.0,ADANA/BOLGE,1986,2025
2038,TVM00091643,-8.5167,179.2167,1.0,FUNAFUTI,1973,2025
2054,TWM00058968,25.0333,121.5167,9.0,TAIBEI,1957,2023
2057,TXM00038507,40.0333,52.9833,90.0,TURKMENBASHI,1958,2015
2072,TZM00063894,-6.8667,39.2,55.0,DAR ES SALAAM INT,1963,2023
2074,UCM00078988,12.2,-68.9667,8.0,HATO AIRPORT,1956,2025
2080,UGM00063705,0.05,32.45,1155.0,ENTEBBE AIRPORT,1959,2018
2081,UKM00003005,60.1392,-1.1847,82.0,LERWICK,1941,2025
2082,UKM00003023,57.3575,-7.385,4.0,SOUTH UIST RANGE,1998,2025
2090,UKM00003238,55.0197,-1.8817,142.0,ALBEMARLE,2002,2025
2094,UKM00003354,53.0056,-1.2511,117.0,NOTTINGHAM,1998,2025
2100,UKM00003502,52.1394,-4.5711,133.0,ABERPORTH,1969,2025
2101,UKM00003559,52.1039,-0.4214,29.0,CARDINGTON,1996,2021
2105,UKM00003693,51.5547,0.8269,2.0,SHOEBURYNESS,1966,2025
2107,UKM00003743,51.2017,-1.8058,132.0,LARKHILL,1942,2025
2109,UKM00003808,50.2183,-5.3275,87.0,CAMBORNE,1949,2025
2110,UKM00003882,50.8994,0.3169,52.0,HERSTMONCEUX,1993,2025
2112,UKM00003918,54.5,-6.3333,18.0,CASTOR BAY,2002,2025
2116,UPM00033317,50.1667,27.0333,277.0,SHEPETIVKA,1957,2022
2117,UPM00033345,50.4,30.5667,166.0,KIEV,1939,2022
2118,UPM00033393,49.8167,23.95,319.0,L'VIV,1947,2022
2121,UPM00033658,48.3667,25.9,242.0,CHERNIVTSI,1950,2018
2122,UPM00033791,48.0333,33.2167,123.0,KRYVYI RIH,1949,2022
2123,UPM00033837,46.4333,30.7667,42.0,ODESA,1939,2022
2125,UPM00034300,49.9667,36.1333,154.0,KHARKIV,1939,2022
2127,USM00070026,71.2889,-156.7833,11.9,AK BARROW/W. POST W. ROGERS,1932,2025
2130,USM00070133,66.8864,-162.6133,5.0,AK KOTZEBUE,1942,2025
2132,USM00070200,64.5072,-165.4347,6.5,AK NOME,1930,2025
2134,USM00070219,60.785,-161.84,33.0,AK BETHEL/BETHEL AIRPORT,1940,2025
2135,USM00070231,62.9583,-155.5978,103.0,AK MCGRATH,1942,2025
2136,USM00070261,64.8161,-147.8767,133.7,AK FAIRBANKS/INT.,1930,2025
2139,USM00070273,61.1567,-149.9864,52.1,AK ANCHORAGE/INT.,1938,2025
2142,USM00070308,57.15,-170.2167,10.0,AK ST. PAUL ISLANDS,1944,2025
2143,USM00070316,55.2011,-162.7164,25.3,AK COLD BAY,1946,2025
2144,USM00070326,58.6794,-156.6683,8.4,AK KING SALMON,1953,2025
2145,USM00070350,57.7431,-152.4867,5.0,AK KODIAK,1946,2025
2146,USM00070361,59.5167,-139.6667,10.7,AK YAKUTAT,1942,2025
2148,USM00070398,55.0389,-131.5778,34.7,AK ANNETTE ISLAND,1942,2025
2150,USM00070414,52.7167,174.1,29.0,AK SHEMYA AFB,1946,2025
2155,USM00072201,24.5531,-81.7886,13.4,FL KEY WEST/INT.,1919,2025
2156,USM00072202,25.7544,-80.3831,4.3,FL MIAMI,1945,2025
2158,USM00072206,30.4839,-81.7011,10.1,FL JACKSONVILLE/INTNL.,1926,2025
2159,USM00072208,32.895,-80.0275,13.3,SC CHARLESTON/MUN.,1932,2025
2160,USM00072210,27.7053,-82.4006,13.1,FL TAMPA BAY AREA,1931,2025
2162,USM00072214,30.4461,-84.2994,52.8,FL TALLAHASSEE/MUN.,1940,2024
2163,USM00072215,33.3558,-84.5672,244.9,GA PEACHTREE CITY,1994,2025
2166,USM00072221,30.4833,-86.5167,29.0,FL VALPARAISO/EGLIN AFB,1938,2025
2173,USM00072230,33.1789,-86.7822,174.0,AL BIRMINGHAM,1994,2025
2176,USM00072233,30.3369,-89.825,9.9,LA SLIDELL/MUN. LA,1988,2025
2177,USM00072235,32.3189,-90.08,90.7,MS JACKSON/ALLEN C. THOMPSON FIEL,1932,2025
2180,USM00072240,30.1253,-93.2161,4.8,LA LAKE CHARLES/MUN.,1940,2025
2184,USM00072248,32.4511,-93.8414,85.1,LA SHREVEPORT/REG.,1949,2025
2185,USM00072249,32.835,-97.2986,195.2,TX FORT WORTH,1937,2025
2186,USM00072250,25.9167,-97.4192,7.1,TX BROWNSVILLE/INT.,1929,2025
2187,USM00072251,27.7789,-97.5056,14.8,TX CORPUS CHRISTI/INT.,1953,2025
2193,USM00072261,29.3744,-100.9183,314.0,TX DEL RIO/INT.,1954,2025
2196,USM00072265,31.9425,-102.1892,874.9,TX MIDLAND/MIDLAND REG. AIRTERM,1930,2025
2202,USM00072274,32.2278,-110.9558,751.4,AZ TUCSON,1932,2025
2206,USM00072293,32.8333,-117.1167,133.5,CA SAN DIEGO/MIRAMAR,1946,2025
2211,USM00072305,34.7761,-76.8767,11.0,NC NEWPORT,1994,2025
2215,USM00072317,36.0981,-79.9428,276.5,NC GREENSBORO/G.-HIGH PT.,1928,2025
2216,USM00072318,37.2039,-80.4142,639.4,VA BLACKSBURG,1995,2025
2218,USM00072327,36.2469,-86.5617,180.2,TN NASHVILLE/OLD HICKORY,1937,2025
2219,USM00072340,34.835,-92.2594,173.2,AR LITTLE ROCK/ADAMS FLD,1947,2025
2227,USM00072357,35.1808,-97.4378,344.9,OK NORMAN/MAX WESTHEIMER A,1974,2025
2228,USM00072363,35.2331,-101.7092,1095.0,TX AMARILLO/INTL.,1932,2025
2229,USM00072364,31.8728,-106.6981,1254.0,TX SANTA TERESA,1932,2025
2230,USM00072365,35.0378,-106.6219,1619.0,NM ALBUQUERQUE/INT.,1931,2025
2232,USM00072376,35.23,-111.8217,2179.0,AZ FLAGSTAFF,1995,2025
2233,USM00072381,34.9167,-117.9,705.0,CA EDWARDS AFB,1942,2025
2237,USM00072388,36.05,-115.1833,697.2,NV AS VEGAS,1935,2025
2239,USM00072391,34.1167,-119.1167,4.0,CA POINT MUGU/NAS,1948,2017
2240,USM00072393,34.75,-120.5667,121.0,CA VANDENBERG AFB,1958,2025
2243,USM00072402,37.9333,-75.4833,12.2,VA WALLOPS ISLAND,1963,2025
2244,USM00072403,38.9767,-77.4858,88.4,VA STERLING,1960,2025
2254,USM00072426,39.4214,-83.8217,322.7,OH WILMINGTON,1943,2025
2261,USM00072440,37.2347,-93.4014,391.1,MO SPRINGFIELD/MUN.,1939,2025
2264,USM00072451,37.7614,-99.9686,786.4,KS DODGE CITY/MUN.,1940,2025
2266,USM00072456,39.0722,-95.6306,268.1,KS TOPEKA/MUN.,1953,2025
2272,USM00072469,39.7675,-104.8694,1611.0,CO DENVER/STAPLETON INT.,1919,2022
2274,USM00072476,39.12,-108.525,1474.0,CO GRAND JUNCTION/WALKER FIELD,1938,2025
2280,USM00072489,39.5681,-119.7967,1518.0,NV RENO,1927,2025
2281,USM00072493,37.7444,-122.2236,2.5,CA OAKLAND/METROP. OAKLAND INT.,1928,2025
2283,USM00072501,40.865,-72.8628,19.6,NY UPTON,1994,2025
2289,USM00072518,42.6919,-73.8322,95.0,NY ALBANY,1930,2025
2290,USM00072520,40.5317,-80.2172,360.5,PA PITTSBURGH,1934,2025
2292,USM00072528,42.9411,-78.7189,218.4,NY BUFFALO/GREATER BUFFALO INT.,1929,2025
2304,USM00072558,41.32,-96.3669,351.5,NE VALLEY,1926,2025
2305,USM00072562,41.1328,-100.7,848.8,NE NORTH PLATTE/LEE BIRD,1930,2025
2310,USM00072572,40.7722,-111.9553,1289.0,UT SALT LAKE CITY/INTNL UT.,1926,2025
2314,USM00072582,40.86,-115.7422,1593.0,NV ELKO,1931,2025
2317,USM00072597,42.3769,-122.8822,398.2,OR MEDFORD/MEDFORD-JACKSON COUNTY,1926,2025
2318,USM00072632,42.6989,-83.4714,330.2,MI WHITE LAKE,1994,2025
2319,USM00072634,44.9075,-84.7189,447.7,MI GAYLORD,1996,2025
2324,USM00072645,44.4986,-88.1119,209.3,WI GREEN BAY/A.-STRAUBEL,1940,2025
2325,USM00072649,44.8497,-93.5647,290.2,MN CHANHASSEN,1937,2025
2328,USM00072659,45.4556,-98.4133,398.4,SD ABERDEEN/REG.,1994,2025
2329,USM00072662,44.0728,-103.21,1029.0,SD RAPID CITY WFO,1939,2025
2331,USM00072672,43.0647,-108.4767,1699.0,WY RIVERTON,1995,2025
2333,USM00072681,43.5672,-116.2114,873.1,ID BOISE/MUN.,1926,2025
2337,USM00072694,44.9092,-123.0083,62.4,OR SALEM/MCNARY,1956,2025
2339,USM00072712,46.8683,-68.0136,191.0,ME CARIBOU/MUN.,1940,2025
2342,USM00072747,48.5647,-93.3975,357.3,MN INT.FALLS/FALLS INT. MN.,1942,2025
2344,USM00072764,46.7717,-100.7594,506.2,ND BISMARCK/MUN.,1932,2025
2346,USM00072768,48.2067,-106.6256,693.1,MT GLASGOW/INT.,1943,2025
2348,USM00072776,47.4614,-111.3847,1132.0,MT GREAT FALLS,1940,2025
2352,USM00072786,47.6806,-117.6267,729.1,WA SPOKANE,1926,2025
2355,USM00072797,47.9339,-124.5603,56.8,WA QUILLAYUTE,1966,2025
2358,USM00074002,39.5,-76.1667,5.0,MD ABERDEEN PRVGR,1992,2017
2359,USM00074003,40.1667,-112.9333,1325.0,UT DUGWAY PRVGR,1944,2025
2360,USM00074004,32.8356,-114.4,231.0,AZ YUMA PROVING GROUNDS AZ,1992,2025
2361,USM00074005,32.8636,-114.0331,231.0,AZ YUMA PRVGR,2008,2025
2363,USM00074389,43.8925,-70.2572,124.5,ME GRAY,1940,2025
2365,USM00074455,41.6114,-90.5817,230.5,IA QUAD CITY,1935,2025
2369,USM00074494,41.6569,-69.9589,15.1,MA CHATHAM,1970,2021
2373,USM00074560,40.1517,-89.3383,179.2,IL LINCOLN,1995,2025
2378,USM00074612,35.6833,-117.6833,696.0,CA CHINA LAKE,1946,2025
2382,USM00074626,33.45,-111.95,386.0,AZ WFO PHOENIX,2000,2025
2387,USM00074646,36.6,-97.5,306.0,OK LAMONT,2000,2025
2401,USM00074794,28.4667,-80.55,3.0,FL CAPE KENNEDY,1950,2025
2404,USM00091165,21.9933,-159.3467,32.3,HI LIHUE,1950,2025
2409,USM00091285,19.7183,-155.0583,11.0,HI HILO HI,1943,2025
2682,UVM00065503,12.35,-1.5167,303.0,OUAGADOUGOU,1940,2025
2683,UVM00065510,11.1667,-4.3,432.0,BOBO-DIOULASSO,1940,2025
2704,VMM00048820,21.0333,105.8,5.0,HA NOI,1953,2025
2705,VMM00048839,20.1333,107.7167,56.0,BACH LONG VI,2012,2025
2706,VMM00048845,18.6667,105.6833,5.0,VINH,1960,2025
2710,VMM00048855,16.0667,108.35,7.0,DA NANG,1962,2025
2714,VMM00048870,13.7667,109.2167,4.0,QUY NHON,1973,2025
2715,VMM00048877,12.2167,109.2167,3.0,NHA TRANG,1978,2025
2716,VMM00048887,10.9333,108.1,8.0,PHAN THIET,1978,2025
2718,VMM00048900,10.8167,106.6667,5.0,TAN SON HOA,1954,2025
2721,VMM00048914,9.1833,105.15,1.0,CA MAU,1974,2025
2725,WAM00068098,-22.9833,14.65,88.0,WALVIS BAY AIRPORT,1990,2016
2726,WAM00068110,-22.5667,17.1,1725.0,WINDHOEK,1986,2023
2729,WIM00060096,23.7111,-15.9308,8.7,DAKHLA,1974,2025
2747,ZIM00067774,-17.8333,31.0167,1471.0,HARARE (BELVEDERE),1970,2017
2781,ZZV0000DBLK,-98.8888,-998.8888,-998.8,POLARSTERN,1985,2024
2784,ZZV0000DFCG,-98.8888,-998.8888,-998.8,SONNE,2009,2015
2800,ZZV0000JGQH,-98.8888,-998.8888,-998.8,RYOFU MARU,2000,2023
2802,ZZV0000JNSR,-98.8888,-998.8888,-998.8,MIRAI,2000,2025
2807,ZZV0000LGKI,-98.8888,-998.8888,-998.8,LANCE,2015,2015
2821,ZZV0000WTEC,-98.8888,-998.8888,-998.8,RONALD H. BROWN (AWS),2000,2020
2824,ZZV000ASDK3,-98.8888,-998.8888,-998.8,ASDK3,2009,2015
2825,ZZV000ASFR1,-98.8888,-998.8888,-998.8,ASFR1,2007,2018
2826,ZZV000ASFR2,-98.8888,-998.8888,-998.8,ASFR2,2007,2018
2827,ZZV000ASFR3,-98.8888,-998.8888,-998.8,ASFR3,2010,2018
2828,ZZV000ASFR4,-98.8888,-998.8888,-998.8,ASFR4,2010,2018
2839,ZZV00ASDE01,-98.8888,-998.8888,-998.8,ASDE01,2006,2017
2840,ZZV00ASDE02,-98.8888,-998.8888,-998.8,ASDE02,2006,2017
2841,ZZV00ASDE03,-98.8888,-998.8888,-998.8,ASDE03,2006,2017
2842,ZZV00ASDE04,-98.8888,-998.8888,-998.8,ASDE04,2006,2016
2843,ZZV00ASDE09,-98.8888,-998.8888,-998.8,ASDE09,2007,2025
2844,ZZV00ASDK01,-98.8888,-998.8888,-998.8,ASDK01,2007,2017
2845,ZZV00ASDK02,-98.8888,-998.8888,-998.8,ASDK02,2007,2017
2846,ZZV00ASDK03,-98.8888,-998.8888,-998.8,ASDK03,2015,2017
2847,ZZV00ASES01,-98.8888,-998.8888,-998.8,ASES01,2008,2017
2848,ZZV00ASEU01,-98.8888,-998.8888,-998.8,ASEU01,2006,2017
2849,ZZV00ASEU02,-98.8888,-998.8888,-998.8,ASEU02,2007,2017
2850,ZZV00ASEU03,-98.8888,-998.8888,-998.8,ASEU03,2007,2017
2851,ZZV00ASEU04,-98.8888,-998.8888,-998.8,ASEU04,2006,2017
2852,ZZV00ASEU05,-98.8888,-998.8888,-998.8,ASEU05,2006,2017
2853,ZZV00ASEU06,-98.8888,-998.8888,-998.8,ASEU06,2011,2017
