station_id,latitude,longitude,elevation,name,lstyear
GLM00004320,76.7694,-18.6681,11.0,DANMARKSHAVN,2025
GLM00004339,70.4844,-21.9511,70.0,ITTOQQORTOORMIIT,2025
GLM00004360,65.6111,-37.6367,54.0,TASIILAQ (AMMASSALIK),2025
GLM00004417,72.5803,-38.4586,3255.0,GEOSUMMIT,2025
GMM00010035,54.5333,9.55,47.0,SCHLESWIG,2025
GMM00010113,53.7139,7.1525,11.0,NORDERNEY,2025
GMM00010184,54.0978,13.4075,2.0,GREIFSWALD,2025
GMM00010238,52.8153,9.9247,70.0,BERGEN,2025
GMM00010304,52.7156,7.3175,19.0,MEPPEN,2025
GMM00010393,52.2167,14.1167,112.0,LINDENBERG,2025
GMM00010410,51.4056,6.9686,153.0,ESSEN-BREDENEY,2025
GMM00010548,50.5617,10.3772,450.0,MEININGEN,2025
GMM00010618,49.6928,7.3264,376.0,IDAR-OBERSTEIN,2025
GMM00010739,48.8333,9.2,314.0,STUTTGART/SCHNARRENBERG,2025
GMM00010771,49.4283,11.9022,417.0,KUEMMERSBRUCK,2025
GMM00010868,48.2442,11.5525,484.0,MUENCHEN-OBERSCHLEISSHEIM,2025
GMM00010954,47.8342,10.8667,756.0,ALTENSTADT,2025
GMM00010962,47.8019,11.0119,977.0,HOHENPEISSENBERG,2025
GPM00078897,16.2639,-61.5164,11.0,LE RAIZET AERO,2025
GQM00091212,13.4767,144.7944,75.4,WEATHER FORECAST OFFICE,2025
GRM00016622,40.5272,22.9714,6.7,THESSALONIKI (AIRPORT),2025
GRM00016716,37.8897,23.7417,43.1,ATHINAI HELLINIKON,2025
GRM00016754,35.3353,25.1819,35.0,HERAKLEION (AIRPORT),2025
HKM00045004,22.3272,114.1686,24.0,KOWLOON,2025
HRM00014240,45.8219,16.0336,123.0,ZAGREB/MAKSIMIR,2025
HRM00014430,44.0969,15.3403,78.0,ZADAR RS,2025
HUM00012843,47.4333,19.1833,138.0,BUDAPEST/PESTSZENTLORINC,2025
HUM00012982,46.25,20.1,82.0,SZEGED,2025
ICM00004018,63.9806,-22.595,52.0,KEFLAVIKURFLUGVOLLUR,2025
ICM00004089,65.2833,-14.4,23.0,EGILSSTADIR,2024
IDM00096009,5.1833,97.1333,87.0,LHOKSEUMAWE/MALIKUSSALEH,2025
IDM00096011,5.5167,95.4167,21.0,BANDA ACEH/BLANG BINTANG,2025
IDM00096015,4.25,96.1167,90.0,MEULABOH/CUT NYAK DHIEN,2025
IDM00096035,3.6403,98.8786,25.0,KUALANAMU MEDAN,2025
IDM00096073,1.55,98.8833,3.0,SIBOLGA/PINANGSORI,2025
IDM00096075,1.2667,97.6,6.0,GUNUNG SITOLI/BINAKA,2025
IDM00096091,0.9167,104.5333,18.0,TANJUNG PINANG/KIJANG,2025
IDM00096109,0.4667,101.45,31.0,PEKAN BARU/SIMPANGTIGA,2025
IDM00096145,3.2,106.25,3.0,TAREMPA,2025
IDM00096147,3.95,108.3833,2.0,RANAI,2025
IDM00096163,-0.7883,100.2808,3.0,MIA PADANG,2025
IDM00096171,-0.3333,102.3167,46.0,RENGAT/JAPURA,2025
IDM00096179,-0.4833,104.5833,31.0,SINGKEP/DABO,2025
IDM00096195,-1.6333,103.65,25.0,JAMBI/SULTAN TAHA,2025
IDM00096207,-2.0939,101.4698,782.0,KERINCI/DEPATI PARBO,2024
IDM00096221,-2.9,104.7,10.0,PALEMBANG/ST. M. BADARUDIN II,2025
IDM00096237,-2.1667,106.1333,33.0,PANGKAL PINANG,2025
IDM00096249,-2.75,107.75,44.0,TANJUNG PANDAN/BULUH TUMBANG,2025
IDM00096253,-3.8833,102.3333,16.0,BENGKULU/PADANG KEMILING,2025
IDM00096295,-5.1,105.1833,96.0,TANJUNG KARANG/RADIN INTEN II,2024
IDM00096509,3.3333,117.5667,6.0,TARAKAN/JUWATA,2025
IDM00096529,2.1167,117.45,26.0,TANJUNG REDEP/KALIMARAU,2024
IDM00096535,1.7667,109.3,15.0,PALOH,2025
IDM00096565,0.8833,112.9333,53.0,PUTUSSIBAU/PAGSUMA,2025
IDM00096581,-0.15,109.4,3.0,PONTIANAK/SUPADIO,2025
IDM00096595,-0.95,114.9,60.0,MUARA TEWEH/BERINGIN,2024
IDM00096607,-0.4844,117.1569,3.0,SAMARINDA/TEMINDUNG,2024
IDM00096633,-1.2667,116.9,3.0,BALIKPAPAN/SEPINGGAN,2025
IDM00096645,-2.7,111.7,25.0,PANGKALAN BUN/ISKANDAR,2025
IDM00096655,-2.225,113.9428,27.0,PALANGKA RAYA/TJILIK RIWUT,2025
IDM00096685,-3.4333,114.75,20.0,BANJARMASIN/SYAMSUDIN NOOR,2025
IDM00096737,-6.1167,106.1333,40.0,SERANG,2025
IDM00096739,-6.2333,106.65,46.0,CURUG/BUDIARTO,2025
IDM00096749,-6.1167,106.65,8.0,JAKARTA/SOEKARNO-HATTA,2025
IDM00096791,-6.75,108.2667,50.0,CIREBON/JATIWANGI,2025
IDM00096797,-6.85,109.15,10.0,TEGAL,2025
IDM00096805,-7.7333,109.0167,6.0,CILACAP,2025
IDM00096839,-6.9833,110.3833,3.0,SEMARANG/AHMAD YANI,2025
IDM00096925,-5.85,112.6333,3.0,SANGKAPURA (BAWEAN IS.),2025
IDM00096935,-7.3772,112.7939,3.0,JUANDA SURABAYA,2025
IDM00096973,-7.05,113.9667,3.0,KALIANGET (MADURA IS),2025
IDM00096987,-8.2167,114.3833,5.0,BANYUWANGI,2025
IDM00097008,3.5833,125.4667,38.0,NAHA/TAHUNA,2024
IDM00097014,1.5333,124.9167,80.0,MENADO/ SAM RATULANGI,2025
IDM00097028,1.0167,120.8,2.0,TOLI-TOLI/LALOS,2025
IDM00097048,0.5167,123.0667,2.0,GORONTALO/JALALUDDIN,2025
IDM00097072,-0.6833,119.7333,6.0,PALU/MUTIARA,2025
IDM00097086,-1.0405,122.7709,17.0,LUWUK/BUBUNG,2025
IDM00097096,-1.3833,120.7333,2.0,POSO/KASIGUNCU,2025
IDM00097120,-3.5,119.0,8.0,MAJENE,2025
IDM00097180,-5.0667,119.55,14.0,UJUNG PANDANG/HASANUDDIN,2025
IDM00097192,-5.4667,122.6167,2.0,BAU-BAU/BETO AMBARI,2025
IDM00097230,-8.75,115.1667,1.0,DENPASAR/NGURAH RAI,2025
IDM00097240,-8.55,116.0833,3.0,PRAYA LOMBOK,2025
IDM00097260,-8.4333,117.4167,3.0,SUMBAWA BESAR/BRANGBIJI,2025
IDM00097270,-8.55,118.7,2.0,BIMA/M.SALAHUDDIN,2025
IDM00097300,-8.6333,122.25,3.0,MAUMERE/WAI OTI,2025
IDM00097340,-9.6667,120.3333,12.0,WAINGAPU/MAU HAU,2025
IDM00097372,-10.1667,123.6667,108.0,KUPANG/ELTARI,2025
IDM00097430,0.7667,127.3667,23.0,TERNATE/BABULLAH,2025
IDM00097460,-0.6333,127.5,3.0,LABUHA/OESMAN SADIK,2025
IDM00097502,-0.8939,131.2858,3.0,DEO SORONG,2025
IDM00097530,-0.8833,134.05,3.0,MANOKWARI/RENDANI,2024
IDM00097560,-1.1833,136.1167,11.0,BIAK/FRANS KAISIEPO,2025
IDM00097600,-2.0833,126.0,2.0,SANANA,2025
IDM00097686,-4.0667,138.95,1660.0,WAMENA,2025
IDM00097690,-2.5667,140.4833,99.0,JAYAPURA/SENTANI,2025
IDM00097724,-3.7,128.0833,12.0,AMBON/PATTIMURA,2025
IDM00097748,-3.8,130.8333,3.0,GESER,2025
IDM00097810,-5.6833,132.75,12.0,TUAL/DUMATUBUN,2025
IDM00097876,-6.1,140.3,16.0,TANAH MERAH,2024
IDM00097900,-7.9833,131.3,24.0,SAUMLAKI/OLILIT,2025
IDM00097980,-8.4667,140.3833,3.0,MERAUKE/MOPAH,2025
INM00042027,34.0833,74.8333,1585.0,SRINAGAR,2025
INM00042056,32.6667,74.8333,318.0,JAMMU,2025
INM00042079,31.5333,76.9,874.0,SUNDERNAGAR,2024
INM00042101,30.3333,76.4667,251.0,PATIALA,2025
INM00042111,30.3167,78.0333,683.0,DEHRADUN,2025
INM00042123,29.9167,73.8833,172.0,GANGANAGAR,2025
INM00042165,28.0,73.3,223.0,BIKANER,2025
INM00042170,28.25,74.9167,290.0,CHURU,2025
INM00042182,28.5833,77.2,211.0,NEW DELHI/SAFDARJUNG,2025
INM00042189,28.3667,79.4,167.0,BAREILLY,2025
INM00042299,27.3333,88.6167,1756.0,GANGTOK,2025
INM00042314,27.4833,95.0167,110.0,DIBRUGARH /MOHANBARI,2025
INM00042328,26.9,70.9167,231.0,JAISALMER,2025
INM00042339,26.3,73.0167,217.0,JODHPUR,2025
INM00042348,26.8167,75.8,383.0,JAIPUR / SANGANER,2025
INM00042361,26.2333,78.25,205.0,GWALIOR,2025
INM00042369,26.75,80.8833,122.0,LUCKNOW/AMAUSI,2025
INM00042379,26.75,83.3667,78.3,GORAKHPUR,2025
INM00042397,26.6667,88.3667,123.0,SILIGURI,2024
INM00042399,26.5333,88.7167,83.0,JALPAIGURI,2025
INM00042410,26.1,91.5833,54.0,GUWAHATI,2025
INM00042435,25.75,71.3833,193.0,BARMER,2025
INM00042452,25.15,75.85,273.0,KOTA AERODROME,2025
INM00042492,25.6,85.1667,51.0,PATNA,2025
INM00042516,25.5667,91.8833,1598.0,SHILLONG,2025
INM00042542,24.6167,73.8833,509.0,UDAIPUR DABOK,2025
INM00042591,24.75,84.95,116.0,GAYA,2024
INM00042623,24.7667,93.9,781.0,IMPHAL/TULIHAL,2025
INM00042634,23.25,69.8,78.0,BHUJ-RUDRAMATA,2024
INM00042647,23.0667,72.6333,55.0,AHMADABAD,2025
INM00042667,23.2833,77.35,522.0,BHOPAL/BAIRAGHAR,2024
INM00042675,23.2,79.95,397.0,JABALPUR,2025
INM00042701,23.3167,85.3167,646.0,M.O. RANCHI,2024
INM00042706,23.3833,87.0833,100.0,BANKURA,2025
INM00042724,23.8833,91.25,16.0,AGARTALA,2025
INM00042726,23.8333,92.6167,429.0,LENGPUI,2025
INM00042798,22.8167,86.1833,142.0,JAMSHEDPUR,2025
INM00042809,22.65,88.45,6.0,KOLKATA/DUM DUM,2025
INM00042867,21.1,79.05,310.0,NAGPUR SONEGAON,2025
INM00042874,21.2333,81.65,296.0,PBO RAIPUR,2025
INM00042886,21.9167,84.0833,228.0,JHARSIGUDA,2025
INM00042971,20.25,85.8333,45.0,BHUBANESHWAR,2025
INM00043003,19.1167,72.85,14.2,BOMBAY / SANTACRUZ,2025
INM00043014,19.85,75.4,585.0,AURANGABAD CHIKALTHANA AERODRO,2025
INM00043041,19.0833,82.0333,554.0,JAGDALPUR,2025
INM00043049,19.2667,84.8833,16.4,GOPALPUR,2025
INM00043063,18.5333,73.85,555.0,PUNE,2025
INM00043086,18.7667,79.4333,156.0,RAMGUNDAM,2025
INM00043110,16.9833,73.3333,90.5,RATNAGIRI,2025
INM00043128,17.45,78.4667,530.0,HYDERABAD AIRPORT,2025
INM00043150,17.6833,83.3,69.9,VISHAKHAPATNAM/WALTAIR,2025
INM00043185,16.2,81.15,3.0,MACHILIPATNAM/FRANCHPET,2025
INM00043243,14.9167,80.0,17.0,KAVALI,2025
INM00043279,13.0,80.1833,13.7,CHENNAI/MINAMBAKKAM,2025
INM00043285,12.95,74.8333,30.8,MANGALORE/PANAMBUR,2024
INM00043295,12.9667,77.5833,917.0,BANGALORE,2025
INM00043311,11.1167,72.7333,2.7,AMINIDIVI,2025
INM00043333,11.6667,92.7167,79.0,PORT BLAIR,2025
INM00043346,10.9167,79.8333,6.9,KARAIKAL,2025
INM00043353,9.9333,76.2333,1.0,COCHIN (IN-NAVY),2025
INM00043369,8.3,73.15,0.9,MINICOY,2025
INM00043371,8.4833,76.95,59.9,THIRUVANANTHAPURAM,2025
IRM00040706,38.0833,46.2833,1367.0,TABRIZ,2025
IRM00040745,36.2667,59.6333,999.0,MASHHAD,2025
IRM00040754,35.6833,51.3167,1204.0,TEHRAN-MEHRABAD,2025
IRM00040766,34.35,47.15,1319.0,KERMANSHAH,2025
IRM00040800,32.5175,51.7061,1550.4,ESFAHAN,2025
IRM00040809,32.8667,59.2,1491.0,BIRJAND,2025
IRM00040811,31.3333,48.6667,20.0,AHWAZ,2025
IRM00040841,30.25,56.9667,1748.0,KERMAN,2025
IRM00040848,29.5333,52.6,1484.0,SHIRAZ,2025
IRM00040856,29.4667,60.8833,1370.0,ZAHEDAN,2025
IRM00040875,27.2167,56.3667,10.0,BANDARABBASS,2025
ISM00040179,32.0,34.8167,35.0,BET DAGAN,2025
ISM00040186,31.8667,34.6833,20.0,ASHDOD NORTH,2025
ITM00016045,45.9806,13.0592,50.0,UDINE/RIVOLTO RDS,2025
ITM00016113,44.5392,7.6125,385.0,CUNEO-LEVALDIGI RDS,2025
ITM00016144,44.6539,11.6225,10.0,S. PIETRO CAPOFIUME RDS,2025
ITM00016245,41.67,12.4508,32.0,PRATICA DI MARE RDS,2025
ITM00016429,37.9142,12.4914,7.3,TRAPANI BIRGI RDS,2025
ITM00016546,39.3461,8.9675,29.0,DECIMOMANNU RDS,2025
IVM00065548,7.3833,-7.5167,339.0,MAN,2025
IVM00065578,5.25,-3.9333,7.0,ABIDJAN,2025
IZM00040650,33.3,44.4,32.0,BAGHDAD INT. AIRPORT,2025
JAM00047401,45.415,141.6789,2.8,WAKKANAI,2025
JAM00047412,43.06,141.3286,17.5,SAPPORO,2025
JAM00047418,42.9531,144.4375,14.1,KUSHIRO,2024
JAM00047582,39.7175,140.0992,6.3,AKITA,2025
JAM00047600,37.3914,136.8953,5.2,WAJIMA,2025
JAM00047646,36.0581,140.1258,25.2,TATENO,2025
JAM00047678,33.1217,139.7792,151.2,HACHIJOJIMA,2025
JAM00047741,35.4572,133.0656,16.9,MATSUE,2025
JAM00047778,33.4503,135.7572,67.5,SHIONOMISAKI,2025
JAM00047807,33.5822,130.3764,2.5,FUKUOKA,2025
JAM00047827,31.555,130.5481,3.9,KAGOSHIMA,2025
JAM00047909,28.3942,129.5528,294.1,NAZE/FUNCHATOGE,2025
JAM00047918,24.3367,124.1644,5.7,ISHIGAKIJIMA,2025
JAM00047945,25.8289,131.2286,15.3,MINAMIDAITOJIMA,2025
JAM00047971,27.0922,142.1914,2.7,CHICHIJIMA,2025
JAM00047991,24.2883,153.9833,7.1,MINAMITORISHIMA,2025
JMM00078397,18.0667,-76.85,786.0,COOPERS HILL,2025
JNM00001001,70.9397,-8.6678,9.0,JAN MAYEN,2025
JOM00040265,32.3667,36.25,683.0,MAFRAQ,2024
KEM00063741,-1.3036,36.7597,1798.3,DAGORETTI CORNER,2025
KNM00047058,39.0333,125.7833,36.0,PYONGYANG,2025
KRM00091610,1.35,172.9167,2.0,TARAWA,2025
KSM00047122,37.0833,127.0333,11.8,OSAN AB,2025
KSM00047138,36.0319,129.38,2.9,POHANG,2025
KSM00047155,35.1703,128.5728,37.7,CHANGWON,2025
KSM00047158,35.1167,126.8,12.5,GWANGJU AB,2025
KSM00047169,34.6872,125.4511,77.1,HEUKSANDO,2025
KZM00028951,53.2333,63.6167,171.0,KOSTANAI,2025
KZM00035229,50.2833,57.15,219.0,AKTOBE,2025
KZM00035394,49.8,73.15,553.0,KARAGANDA,2025
KZM00035671,47.8,67.7167,346.0,ZHEZKAZGAN,2025
KZM00035700,47.1167,51.9167,-22.0,ATYRAU,2025
KZM00036003,52.3,76.9333,122.0,PAVLODAR,2025
KZM00036872,43.3633,77.0042,662.7,ALMATY,2025
KZM00038064,44.7667,65.5167,133.4,KYZYLORDA,2025
KZM00038341,42.85,71.3,652.0,TARAZ,2025
LGM00026435,56.6425,25.1283,79.4,SKRIVERI,2025
LHM00026629,54.8839,23.8358,76.1,KAUNAS,2025
LOM00011952,49.0333,20.3167,703.0,POPRAD-GANOVCE,2025
MAM00067027,-15.6667,46.35,26.0,MAHAJANGA,2024
MAM00067083,-18.8,47.4833,1279.0,ANTANANARIVO/IVATO,2025
MAM00067197,-25.0333,46.95,8.0,TAOLAGNARO,2024
MGM00044212,49.8,92.0833,940.0,ULAANGOM,2025
MGM00044231,49.6333,100.1667,1285.0,MUREN,2025
MGM00044292,47.9167,106.8667,1729.0,ULAANBAATAR,2025
MGM00044373,43.5833,104.4167,1465.0,DALANZADGAD,2025
MLM00061291,12.5333,-7.95,380.0,BAMAKO/SENOU,2025
MOM00060155,33.5667,-7.6667,56.0,CASABLANCA,2025
MOM00060191,32.367,-6.4,468.0,BENI-MELLAL,2025
MUM00041256,23.5953,58.2983,8.4,MUSCAT INT'L AIRPORT,2025
MUM00041316,17.0439,54.1022,23.0,SALALAH AIRPORT,2025
MXM00076256,27.95,-110.8,12.0,EMPALME,2025
MXM00076394,25.8667,-100.2333,448.0,"AEROP.INTERNACIONAL MONTERREY,",2025
MXM00076405,24.1167,-110.3167,18.0,LA PAZ,2025
MXM00076458,23.2167,-106.4,3.0,COLONIA JUAN CARRASCO MAZATLAN,2025
MXM00076595,21.0167,-86.85,9.0,CANCUN,2025
MXM00076612,20.7,-103.3833,1551.0,GUADALAJARA,2025
MXM00076644,20.95,-89.65,11.0,AEROP.INTERNACIONAL MERIDA,2025
MXM00076654,19.0667,-104.3333,3.0,MANZANILLO,2025
MXM00076679,19.4333,-99.1333,2235.0,AEROP. INTERNACIONAL MEXICO,2025
MXM00076692,19.15,-96.1333,19.0,"HACIENDA YLANG YLANG VERACRUZ,",2025
MXM00076743,17.9833,-92.9333,6.0,VILLAHERMOSA,2025
MXM00076805,16.75,-99.75,3.0,ACAPULCO,2025
MXM00076903,14.9167,-92.25,118.0,TAPACHULA,2025
MYM00048601,5.3,100.2667,3.0,PENANG/BAYAN LEPAS,2025
MYM00048615,6.1667,102.2833,5.0,KOTA BHARU,2025
MYM00048650,2.7167,101.7,21.0,KUALA LUMPUR INTERNATIONAL AIR,2025
MYM00048657,3.7833,103.2167,15.0,KUANTAN,2025
MYM00096413,1.4833,110.3333,22.0,KUCHING,2025
MYM00096441,3.2,113.0333,3.0,BINTULU,2025
MYM00096471,5.9333,116.05,2.0,KOTA KINABALU,2025
MYM00096481,4.2667,117.8833,20.0,TAWAU,2025
NCM00091592,-22.2761,166.4528,70.0,NOUMEA (NLLE-CALEDONIE),2025
NFM00094996,-29.0389,167.9408,113.0,NORFOLK ISLAND AERO,2025
NGM00061024,16.9667,7.9833,501.0,AGADEZ,2025
NGM00061052,13.4833,2.1667,223.0,NIAMEY-AERO,2025
NHM00091557,-17.7,168.3,20.0,BAUERFIELD (EFATE),2025
NIM00065046,12.05,8.5333,472.5,KANO,2024
NLM00006260,52.0989,5.1797,1.9,DE BILT AWS,2025
NNM00078866,18.0333,-63.1167,3.0,JULIANA AIRPORT,2025
NOM00001010,69.3153,16.1308,10.0,ANDOYA,2025
NOM00001241,63.7056,9.6117,10.0,ORLAND III,2025
NOM00001400,56.5422,3.2236,52.0,EKOFISK,2025
NOM00001415,58.8742,5.665,37.0,STAVANGER/SOLA,2025
NOM00001492,59.9428,10.7194,95.0,OSLO-BLINDERN,2025
NZM00093112,-36.7928,174.6214,30.0,WHENUAPAI,2025
NZM00093417,-40.9044,174.9839,6.0,PARAPARAUMU AERODROME,2025
NZM00093817,-45.0378,169.6839,370.0,LAUDER UPPER AIR,2024
NZM00093844,-46.4108,168.3178,2.0,INVERCARGILL AIRPORT,2025
PAM00086218,-25.2333,-57.5167,83.0,AEROPUERTO SILVIO PETTIROSSI,2025
PFM00059981,16.8333,112.3333,5.0,XISHA DAO,2025
PKM00041506,35.9217,71.8,1499.0,CHITRAL,2024
PKM00041515,35.5667,71.7833,1464.0,DROSH,2024
PKM00041598,32.9333,73.7167,232.0,JHELUM,2025
PKM00041600,32.5,74.5333,255.0,SIALKOT,2025
PKM00041624,31.8167,70.9167,172.0,DERA ISMAIL KHAN,2025
PKM00041640,31.55,74.3333,214.0,LAHORE CITY,2025
PKM00041675,30.2,71.4333,122.0,MULTAN,2025
PKM00041678,29.95,73.25,162.0,BAHAWALNAGAR,2025
PKM00041715,28.3,68.4667,55.0,JACOBABAD,2025
PKM00041718,28.65,70.6833,87.0,KHANPUR,2025
PKM00041768,25.5167,69.7833,5.0,CHHOR,2024
PKM00041780,24.9,67.1333,21.0,KARACHI AIRPORT,2025
PLM00012120,54.7536,17.5347,1.8,LEBA,2025
PLM00012374,52.4078,20.9564,94.2,LEGIONOWO,2025
PLM00012425,51.1131,16.8811,119.6,WROCLAW I,2025
PMM00078807,8.9667,-79.5667,7.0,COROZAL OESTE,2025
POM00008508,38.7678,-27.0856,73.0,LAJES (ACORES),2025
POM00008522,32.6333,-16.9,58.0,FUNCHAL,2025
PSM00091408,7.3333,134.4833,30.0,KOROR/CAROLINE IS.,2025
